left,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19
foi,0.782132,0.63732433,0.7798463,0.6057235,0.725198,0.74273854,0.58070517,0.57159495,0.64498353,0.5824219,0.74961746,0.5905566,0.77462244,0.7285604,0.6535833,0.5765781,0.8152325,0.6410584,0.862365,0.7871532
fpa,0.82218504,0.83879167,0.8045037,0.7089478,0.7795846,0.76604795,0.56552523,0.5116977,0.81427974,0.82652533,0.866998,0.85680175,0.47686416,0.85841674,0.8723957,0.7825251,0.5599707,0.73897684,0.7312676,0.8709369
fpi,0.82264334,0.8814851,0.8877763,0.8994751,0.85854924,0.83058906,0.8762346,0.7471665,0.8684455,0.91709375,0.84527767,0.9250386,0.7948147,0.88273,0.45301175,0.9009553,0.6842985,0.8490579,0.816973,0.9199698
fpo,0.70520556,0.8591305,0.83738244,0.87146944,0.8893003,0.8283719,0.70640075,0.8126736,0.61707,0.532909,0.8419883,0.8463821,0.8050417,0.7536211,0.7207173,0.84925246,0.7792493,0.77542824,0.85114515,0.8171304
fps,0.780876,0.5135388,0.5658128,0.80144894,0.81734645,0.88018304,0.8973905,0.8669291,0.8074601,0.8561224,0.69667923,0.81907356,0.8752693,0.851395,0.8208521,0.6822535,0.7991915,0.57072324,0.85682833,0.7934777
fpv,0.81617755,0.793371,0.7711643,0.7872064,0.83541775,0.8348339,0.82086325,0.81212574,0.7788582,0.8229609,0.7582291,0.788841,0.7198938,0.76607096,0.75886625,0.87234783,0.8570514,0.84226465,0.7743819,0.73424476
fqf,0.8746373,0.7935196,0.872618,0.65699553,0.77840203,0.77200365,0.8154917,0.83289695,0.83915246,0.83006525,0.76830363,0.80508864,0.66154885,0.7975534,0.707158,0.7822415,0.73105353,0.8383825,0.8465148,0.77757156
fqs,0.7735684,0.7356707,0.6158308,0.74301517,0.7473879,0.7443395,0.7437612,0.7032748,0.69528985,0.80988073,0.82440317,0.7970546,0.816175,0.6332478,0.6990991,0.67864585,0.81855595,0.6755269,0.7345982,0.8293035
frc,0.71087813,0.72631687,0.78881353,0.67186415,0.79953307,0.7832093,0.72186756,0.77792627,0.736073,0.7674246,0.73473984,0.7657215,0.7809646,0.7044729,0.6711975,0.72086304,0.6926721,0.75743896,0.74190956,0.76780635
frg,0.70227575,0.6660854,0.6293323,0.63188976,0.7107062,0.6324728,0.74922174,0.6841374,0.73854595,0.85329604,0.6987609,0.74310744,0.6472595,0.7825464,0.62772715,0.6727828,0.65755475,0.6752518,0.6508688,0.70264626
frm,0.8389499,0.832214,0.88075316,0.8419572,0.85220426,0.8488044,0.80477005,0.8579204,0.7648537,0.8553049,0.5344114,0.6989979,0.6533058,0.7175318,0.76137954,0.8003669,0.4975313,0.6590885,0.7698343,0.86042213
fsd,0.85286987,0.7687269,0.83806837,0.7113857,0.6993543,0.72589606,0.9056933,0.8684664,0.81200427,0.8047962,0.7940688,0.86876637,0.85341954,0.85849977,0.79411834,0.6530232,0.7334928,0.8192926,0.512232,0.6354933
fsj,0.67487216,0.61956793,0.71374655,0.75117135,0.67733276,0.683189,0.7292787,0.7080978,0.73080045,0.8248873,0.79097617,0.6526588,0.74289566,0.75392264,0.5870789,0.5004912,0.8963316,0.7145053,0.7660274,0.7959934
fso,0.8159594,0.80367965,0.64053905,0.82621557,0.69735533,0.81077677,0.66321504,0.6915795,0.76259124,0.7939879,0.7878566,0.80933654,0.74477124,0.7770677,0.7373668,0.7952808,0.8409306,0.59251475,0.8141423,0.8222797
fsv,0.70817447,0.7798344,0.7297405,0.7694819,0.69158787,0.7155578,0.771026,0.74551105,0.6955911,0.72695124,0.79757404,0.7863187,0.5508679,0.7462093,0.7176763,0.7319362,0.86160195,0.7086632,0.8185257,0.7758604
fsx,0.88824505,0.81497407,0.702992,0.7404358,0.9034104,0.78493965,0.88588774,0.88987565,0.62856996,0.5947502,0.87861484,0.75007045,0.7686283,0.721675,0.904745,0.682252,0.90079546,0.7506945,0.62009305,0.8796332
fsz,0.8672171,0.8782376,0.705429,0.6816731,0.8769331,0.85201037,0.6659752,0.67931354,0.70970553,0.83999115,0.79760486,0.7379342,0.82612276,0.8686292,0.747102,0.79312706,0.59284306,0.6547699,0.8827922,0.8077003
fta,0.85653865,0.87011045,0.90260434,0.88566476,0.7613569,0.7353789,0.6866627,0.8887202,0.83985704,0.569807,0.79744864,0.9082628,0.73708904,0.5273234,0.877465,0.9160531,0.81408316,0.8152084,0.8936269,0.72284675
ftk,0.48565936,0.53335875,0.9560781,0.6401804,0.5418691,0.57953817,0.5029426,0.63399315,0.5743811,0.66163206,0.6165558,0.62433577,0.75910044,0.6772187,0.67152447,0.62186235,0.6414311,0.6402789,0.83162636,0.70226216
fuf,0.5797121,0.49214292,0.4336637,0.46391985,0.62393,0.71468335,0.6720184,0.68176895,0.66672236,0.4911825,0.53415185,0.6495386,0.5082892,0.65851724,0.6747081,0.4443431,0.7125417,0.5980811,0.63671505,0.6505007
fuz,0.8547755,0.8697539,0.6912259,0.83433753,0.953815,0.9319283,0.72478324,0.7721542,0.54309964,0.94640565,0.88312536,0.5091122,0.85827315,0.9335482,0.51686823,0.8485768,0.78646266,0.76436245,0.82527244,0.86805856
fvl,0.85677195,0.85861963,0.7397162,0.8805815,0.87187934,0.8205573,0.84249973,0.51004815,0.79990774,0.7634314,0.51848805,0.7648746,0.80545664,0.8775468,0.8028896,0.6555464,0.8021654,0.8449176,0.5706695,0.85515904
fvo,0.6366886,0.62268853,0.7860544,0.6608968,0.6955335,0.70210505,0.7338199,0.7068207,0.693262,0.7586412,0.69437927,0.7269794,0.7005579,0.6991854,0.7443304,0.72075915,0.67094904,0.7538115,0.5795086,0.7573173
fvr,0.7444713,0.7776283,0.7871314,0.787743,0.66451013,0.8053327,0.8041226,0.7727019,0.8120672,0.8112731,0.5046183,0.7080987,0.81704724,0.82363874,0.6269542,0.8101746,0.8491093,0.5705993,0.7774444,0.7480781
fvu,0.9202428,0.9323249,0.8210014,0.7997608,0.90131724,0.8212112,0.876818,0.878417,0.78105587,0.85543567,0.86548567,0.7755724,0.82148606,0.51615596,0.7373628,0.919347,0.8062581,0.9300182,0.90201646,0.79206324
fwc,0.9043206,0.75212586,0.86769104,0.87823707,0.7721675,0.80343086,0.85262,0.8036905,0.90314186,0.7908781,0.7180428,0.8488378,0.7778737,0.7270406,0.8546643,0.74479496,0.77445006,0.7954953,0.76852894,0.76414984
fwl,0.9449851,0.91670525,0.74092484,0.8426049,0.91443336,0.94320387,0.55156183,0.873372,0.9392924,0.876806,0.78935874,0.7120133,0.6365199,0.9017044,0.9352067,0.6926843,0.8778819,0.8054693,0.9043551,0.92666745
fxa,0.7832744,0.85395265,0.86384284,0.8708541,0.8344077,0.7599312,0.85546297,0.57176363,0.7215211,0.87219423,0.7930513,0.7330107,0.5801716,0.73857766,0.81756175,0.8026791,0.737783,0.7898383,0.82065666,0.7801261
fxp,0.8181568,0.7681397,0.786788,0.7433188,0.81907177,0.5765598,0.7077444,0.77374953,0.8216617,0.704256,0.78916717,0.73468095,0.6961739,0.6928328,0.71361214,0.7722502,0.8231587,0.82147133,0.7357491,0.672042
fya,0.94620085,0.7193209,0.88661873,0.91527224,0.914434,0.8230264,0.55895454,0.7117518,0.91519856,0.94615936,0.8880783,0.9056822,0.88255644,0.9433931,0.670824,0.757974,0.82011354,0.7678685,0.88934284,0.7567175
fyi,0.84177953,0.88908505,0.8596623,0.78034353,0.82786655,0.86912954,0.85944146,0.77895594,0.8154735,0.9200135,0.7237344,0.84280455,0.84383404,0.85493386,0.8702399,0.7331039,0.82016253,0.7121406,0.7297628,0.80894065
fyo,0.8813702,0.8768962,0.90647227,0.88446397,0.6425159,0.84230125,0.8408481,0.84198046,0.80438316,0.916236,0.9409667,0.85309505,0.8919402,0.86083144,0.7646275,0.8714981,0.7973081,0.6327884,0.9077544,0.84505284
fzp,0.73624015,0.7295532,0.7786645,0.62110496,0.7747906,0.71577084,0.5201771,0.6811571,0.7294315,0.803883,0.72622854,0.7654588,0.7480924,0.7833468,0.8001659,0.58701766,0.7998867,0.7401468,0.82293284,0.7397929
gas,0.8221847,0.5154323,0.7178436,0.557377,0.85028183,0.8206465,0.8156812,0.7522037,0.791568,0.8625837,0.69599766,0.7073171,0.5820873,0.6487405,0.7954873,0.8839811,0.6948501,0.92102873,0.945158,0.92225146
gay,0.60266507,0.6644744,0.61694616,0.7367883,0.6540382,0.70183223,0.7732803,0.732285,0.7689157,0.64284754,0.699139,0.6687679,0.5993656,0.7942969,0.64732087,0.66436815,0.6943754,0.72295403,0.74696666,0.6128614
gaz,0.7526139,0.8464774,0.85232973,0.83765066,0.7978146,0.8316324,0.75485724,0.5670546,0.8690833,0.6377466,0.8775622,0.8790605,0.88549197,0.8639764,0.719352,0.8037772,0.7827111,0.89602953,0.68647224,0.8645369
gbm,0.847625,0.8011521,0.616196,0.70402247,0.70030326,0.74153566,0.62716806,0.6510011,0.7075151,0.7502427,0.7715709,0.62957424,0.54066426,0.5336879,0.6128771,0.69673353,0.5830907,0.7140272,0.74452436,0.7015414
gbq,0.8128858,0.8131186,0.7756903,0.78689694,0.6569346,0.78322303,0.76406866,0.7319698,0.8785926,0.7287581,0.715902,0.8037073,0.58954567,0.82314795,0.8164915,0.80558836,0.7968004,0.8183075,0.8363216,0.75530535
gco,0.7413419,0.55359966,0.5504544,0.5938187,0.5557057,0.4841742,0.52640766,0.48775923,0.4669174,0.5648339,0.54178834,0.64889306,0.6764241,0.6509919,0.6993829,0.7130953,0.6970837,0.44283506,0.44324535,0.69739085
gct,0.7835053,0.8192704,0.6871075,0.7869321,0.8300478,0.7376468,0.7650295,0.83324605,0.7271669,0.80665153,0.8330234,0.7931516,0.81928086,0.7716731,0.7997403,0.5627003,0.70450103,0.8302279,0.7043247,0.75070643
gdt,0.77314466,0.6266297,0.9106716,0.85164386,0.9335493,0.77788293,0.7443429,0.17774236,0.95276016,0.955145,0.9224797,0.90507257,0.68007404,0.7419087,0.6030458,0.858578,0.9491856,0.9731163,0.92282516,0.91124576
gdy,0.7800319,0.7781752,0.72388375,0.7788002,0.7959311,0.77918404,0.6834874,0.7489501,0.76742244,0.6016962,0.69557744,0.8490728,0.6800008,0.69056445,0.7821308,0.8010081,0.65421486,0.674005,0.72454756,0.7933799
gei,0.9117202,0.5061375,0.8738017,0.6639127,0.7469642,0.8082922,0.6624134,0.82024956,0.9392797,0.96224093,0.9427916,0.8031251,0.9849076,0.83736986,0.8864836,0.90077335,0.8989493,0.8554625,0.64677954,0.74316156
gep,0.46393156,0.8048389,0.8399071,0.84009904,0.63779664,0.79185224,0.82456344,0.809808,0.79749525,0.6107409,0.842535,0.81951064,0.7149946,0.5815719,0.67685527,0.7766542,0.7870552,0.7419691,0.7772638,0.6735777
geq,0.7583123,0.7679696,0.79088604,0.75283194,0.74929065,0.6829002,0.68544966,0.8373122,0.8080431,0.81291026,0.79208136,0.68865186,0.81962264,0.82914525,0.67591256,0.7622462,0.841398,0.7197399,0.8521113,0.73702955
ggg,0.89192677,0.70027506,0.9070139,0.86329174,0.9258472,0.89287686,0.6796186,0.5265396,0.70121384,0.72560203,0.83928776,0.7978685,0.932114,0.6442125,0.48911834,0.70561403,0.8894019,0.7721144,0.5760488,0.85298824
ggl,0.59042865,0.50871855,0.677161,0.7953311,0.95648676,0.82050586,0.83625555,0.79883295,0.61209995,0.9117037,0.64336073,0.61876684,0.8070471,0.84838504,0.89301103,0.8419523,0.35104823,0.937713,0.79783535,0.80374604
ghg,0.8087498,0.8838269,0.8623786,0.8443984,0.8107407,0.82308865,0.77443826,0.87862647,0.8126835,0.77752763,0.80785155,0.84351647,0.8362301,0.7766426,0.88875103,0.830426,0.88003695,0.87442166,0.8579286,0.9017943
ghh,0.70516527,0.6034298,0.7635499,0.5185174,0.85489357,0.84346586,0.7810397,0.75638425,0.7678391,0.8453835,0.7134261,0.8736025,0.6252863,0.82923156,0.6386296,0.6858434,0.80524087,0.62506455,0.69853157,0.7704911
gho,0.77871907,0.8758655,0.7102067,0.85191333,0.8913841,0.82492083,0.89303076,0.86347604,0.83079433,0.7991941,0.8706905,0.84228665,0.858995,0.671155,0.84223175,0.82361037,0.85184634,0.85552776,0.78306764,0.8483325
ghq,0.73176503,0.7525959,0.8659367,0.7081795,0.8866352,0.7879137,0.7426668,0.8192967,0.8159314,0.7213136,0.758785,0.78541476,0.8061843,0.685634,0.767943,0.7945154,0.82572603,0.7842902,0.7249628,0.68668425
ghw,0.5238631,0.6963032,0.9205965,0.97469485,0.9135208,0.8306527,0.84077317,0.8804878,0.9727267,0.8726427,0.9781954,0.8815163,0.37691516,0.3206075,0.9533001,0.6816181,0.85606575,0.8384235,0.9630437,0.79535437
gib,0.7318874,0.82071406,0.8125992,0.8645304,0.76985276,0.8435232,0.84357476,0.83899283,0.83371574,0.68867075,0.87785715,0.8435504,0.85976523,0.8683809,0.70136684,0.8523408,0.82640517,0.8640621,0.87714386,0.87571245
gij,0.85833704,0.7630141,0.6218897,0.7228747,0.7346469,0.7540392,0.6964758,0.70975584,0.62707967,0.7861676,0.65721655,0.72240615,0.7252164,0.69193983,0.704698,0.7170941,0.6808702,0.8169839,0.5740088,0.70426
gio,0.8181154,0.75726503,0.8393474,0.6632619,0.7600895,0.7714646,0.693043,0.664893,0.52175224,0.56019294,0.7372105,0.7856898,0.80304563,0.88036263,0.8190399,0.73233545,0.6956724,0.793324,0.7910985,0.81387043
git,0.7853607,0.92989206,0.9115087,0.9099007,0.51843727,0.5291824,0.38427445,0.83914626,0.84398836,0.91749334,0.6010814,0.8786893,0.92089415,0.8309087,0.5038085,0.30712077,0.77048135,0.7404865,0.75123036,0.56251574
giv,0.85654986,0.7881001,0.77865446,0.7702265,0.8236746,0.8620095,0.8867159,0.64834416,0.43523428,0.77960634,0.8037259,0.81872237,0.8469821,0.5290492,0.8518622,0.6742897,0.86171,0.86743116,0.75877684,0.81056964
giw,0.3386784,0.8855493,0.7768129,0.54685277,0.93135345,0.54073876,0.9395454,0.77782404,0.91401726,0.7883622,0.79090434,0.89278245,0.55524296,0.84826446,0.45700717,0.8173492,0.88354546,0.92413414,0.65147936,0.91780823
giy,0.7545875,0.82071054,0.7954614,0.74868786,0.8264688,0.8845247,0.79842156,0.8601223,0.8495207,0.8254752,0.71790946,0.8784247,0.80729383,0.6763127,0.7891748,0.8170173,0.8224757,0.8107472,0.7445332,0.7276862
giz,0.79347956,0.41923347,0.816184,0.70253277,0.80720925,0.500049,0.81531113,0.7711066,0.81349146,0.5941581,0.8675832,0.9372955,0.9180904,0.564644,0.84974504,0.7727378,0.8330377,0.9430051,0.9274233,0.7732892
gjf,0.6485208,0.36499652,0.70054555,0.7020376,0.6138738,0.5850468,0.66661155,0.51045376,0.70040196,0.4299636,0.7072407,0.5885858,0.7684893,0.39416552,0.6426703,0.4338247,0.5675048,0.40107864,0.41871202,0.64010346
glc,0.81488425,0.9062882,0.5767829,0.94042003,0.8660727,0.69210994,0.725054,0.9552648,0.780251,0.74616563,0.7419692,0.8509138,0.87951463,0.916649,0.9061162,0.87913847,0.72976255,0.9529412,0.88937724,0.9426815
glk,0.6192685,0.67813087,0.75412273,0.760654,0.6497249,0.700485,0.6364609,0.824993,0.7299974,0.6940339,0.6839797,0.75519055,0.62624496,0.7996021,0.67741144,0.6387438,0.7581515,0.6982646,0.44206792,0.70630705
glq,0.89488965,0.90942264,0.8934357,0.6739489,0.6252505,0.92495775,0.8044553,0.86460817,0.8566095,0.8804116,0.88515794,0.6186624,0.6340335,0.6912224,0.7357823,0.87626237,0.8072356,0.7819094,0.85642534,0.8865276
gls,0.7293903,0.90713763,0.6209672,0.9105928,0.68820363,0.7216632,0.8654543,0.8616191,0.72098494,0.74616647,0.8417629,0.88537014,0.4878069,0.75911975,0.7959133,0.7786278,0.8269851,0.94259965,0.7911898,0.8364389
gml,0.81056076,0.7945626,0.72433954,0.7755127,0.6490892,0.78853744,0.80242926,0.59343404,0.7306494,0.644102,0.7303564,0.8041277,0.8020153,0.69516516,0.7419208,0.71288824,0.723104,0.7517909,0.6117605,0.70338476
gmt,0.8175792,0.84878993,0.8115359,0.8590985,0.77546024,0.8702511,0.7843714,0.7852692,0.7492178,0.72290367,0.74746126,0.75810885,0.83824253,0.81736934,0.8383136,0.69918585,0.6716945,0.82783645,0.8250006,0.8131231
gnh,0.87211144,0.9122513,0.8714179,0.6828905,0.67622626,0.77432835,0.82062185,0.79710317,0.42993224,0.8906189,0.86815286,0.8173728,0.86671495,0.8382507,0.8928493,0.8854978,0.69135815,0.8250393,0.7095892,0.8027046
gno,0.632474,0.71949476,0.76388985,0.6529415,0.77342933,0.70619977,0.8626456,0.73513925,0.67617434,0.732606,0.7575336,0.7714116,0.7247077,0.67445844,0.65682656,0.787109,0.7087514,0.6596709,0.73321605,0.78151053
gnu,0.7577854,0.84694284,0.8479601,0.79133284,0.8545302,0.7555254,0.88582087,0.8816519,0.6166327,0.7065429,0.7204175,0.8239953,0.8953583,0.8629688,0.74494773,0.9026363,0.6440968,0.86767745,0.85736585,0.7867824
gny,0.82089347,0.8950862,0.7194558,0.850538,0.90145624,0.9210488,0.41465637,0.60059416,0.908407,0.90016955,0.8062898,0.91223097,0.86551225,0.8771441,0.902591,0.72653127,0.91999996,0.6465553,0.79419833,0.8494648
god,0.69501245,0.77561414,0.8625446,0.48194352,0.7964403,0.82400316,0.608401,0.69157577,0.9049952,0.7945809,0.7598584,0.82693815,0.8059158,0.8144281,0.6738942,0.74280256,0.84747684,0.8033488,0.8640179,0.68274397
goj,0.6688306,0.57908535,0.77621496,0.77621543,0.7826343,0.72137445,0.82150626,0.8704505,0.68067205,0.68839693,0.64380556,0.78971463,0.6880861,0.60175335,0.7196952,0.62510693,0.78291315,0.70623446,0.7521722,0.560351
gop,0.6653553,0.5340397,0.64169055,0.5891721,0.568875,0.62084067,0.6098467,0.64886886,0.5830571,0.6013988,0.5915211,0.5032245,0.620713,0.6134491,0.6059262,0.59690017,0.66401654,0.61851543,0.8424729,0.5800139
gpg,0.83621585,0.78811765,0.8448119,0.81852055,0.8109944,0.842368,0.7128896,0.8101726,0.72345674,0.75742245,0.8134085,0.83022344,0.7652704,0.79599506,0.8502975,0.6874929,0.815806,0.66721255,0.80621004,0.7209821
gpi,0.6980141,0.74357736,0.45682365,0.79725647,0.7716762,0.81953675,0.77030706,0.8487902,0.8474262,0.8716383,0.82750607,0.69807553,0.76975226,0.801975,0.82398474,0.843807,0.8781279,0.775723,0.8195132,0.85258216
gpp,0.7321817,0.75098515,0.78580225,0.68168443,0.7901081,0.7042349,0.78664005,0.76662296,0.63675076,0.7276132,0.6789542,0.77938294,0.7553919,0.68692726,0.7019681,0.82380855,0.7060644,0.82674193,0.7519513,0.78285694
gpu,0.6914358,0.6146196,0.6574639,0.6349109,0.52689505,0.7253057,0.66903913,0.67608887,0.45593742,0.5744182,0.6316534,0.727148,0.7239338,0.6886155,0.7986659,0.6102125,0.7716781,0.668083,0.64649916,0.6670852
grm,0.9422888,0.8691728,0.9254981,0.80291665,0.9443675,0.9617838,0.71871734,0.875141,0.74460125,0.92031074,0.88370657,0.9598234,0.883052,0.6697621,0.9058003,0.86120325,0.57639265,0.8529121,0.9445639,0.9367373
gru,0.82012606,0.8318168,0.79925966,0.8523088,0.8441526,0.47817618,0.78972095,0.69847083,0.7809247,0.67034936,0.75640094,0.67892236,0.7658918,0.81965375,0.7783372,0.7372711,0.6651685,0.6273654,0.8319179,0.83201545
grx,0.5320724,0.82885224,0.78938234,0.8370427,0.6823407,0.8289291,0.7613986,0.84678996,0.87504196,0.7798904,0.7376626,0.8209589,0.77479994,0.81059843,0.83066815,0.8077193,0.80042386,0.75977033,0.8667979,0.88343316
gsd,0.66631234,0.74182403,0.6922789,0.7422391,0.7255037,0.7685313,0.7616803,0.7846942,0.81884336,0.5842441,0.69037646,0.6691337,0.808998,0.7441515,0.6842027,0.5892159,0.69867295,0.7801636,0.6405437,0.54163015
gtl,0.81179655,0.7970543,0.5900741,0.83493984,0.84574425,0.9102081,0.7106482,0.88986444,0.4544123,0.8430179,0.8296578,0.8679352,0.7408766,0.6195416,0.8809185,0.7606242,0.862032,0.81503963,0.8157277,0.87185335
gtn,0.70272005,0.5713182,0.7031165,0.62447697,0.6237684,0.6106596,0.5929608,0.9088432,0.65229887,0.661532,0.62997687,0.5990883,0.62432307,0.66827625,0.6042129,0.648615,0.5922271,0.58438224,0.5952407,0.5510237
gtt,0.6239214,0.6811317,0.611757,0.6698698,0.7462798,0.6698908,0.8152591,0.7111815,0.6196847,0.814713,0.6452015,0.63921964,0.67923385,0.6065462,0.5089357,0.6554599,0.65983427,0.51320505,0.5619357,0.5438909
gty,0.92137116,0.9773084,0.8280522,0.75758547,0.9196162,0.82579166,0.9564166,0.55439115,0.90910697,0.41999897,0.87175345,0.44990054,0.8129127,0.831066,0.5241437,0.7099165,0.7961393,0.91300803,0.68301594,0.65749407
guj,0.7765944,0.75901246,0.852138,0.9298596,0.7633585,0.83733255,0.89843893,0.9034985,0.8092124,0.7043574,0.9204679,0.863361,0.92602855,0.41958714,0.86067027,0.9076531,0.9306744,0.88965696,0.45473963,0.76911795
gur,0.80243766,0.72588646,0.84190667,0.87761074,0.7448287,0.81508297,0.81808734,0.7401702,0.80078197,0.7949076,0.8529409,0.77245307,0.8586313,0.7622579,0.8734622,0.78831244,0.778235,0.7659105,0.82536083,0.8165395
guu,0.75985396,0.93505824,0.8368532,0.8425169,0.8169051,0.89284194,0.8655177,0.737924,0.7871881,0.8201842,0.9301811,0.68587387,0.76424545,0.7290004,0.75665766,0.8244995,0.8075165,0.93827564,0.9405875,0.73011446
gux,0.93234605,0.93346846,0.67463255,0.757614,0.89355874,0.9344969,0.8076402,0.7372888,0.8731014,0.6991328,0.8816251,0.77046347,0.80441463,0.5093334,0.8899442,0.8584585,0.83798736,0.7717698,0.86812925,0.92582357
gvs,0.6883083,0.8369632,0.90626717,0.83301634,0.9226629,0.8841646,0.7345586,0.8747169,0.8675273,0.7719681,0.6683274,0.86395067,0.684818,0.8925954,0.76847273,0.7388087,0.8449989,0.772534,0.91557527,0.8516969
gvy,0.8600097,0.85502976,0.91267246,0.5759157,0.64170325,0.45774922,0.88181776,0.7482936,0.91888005,0.9309152,0.60515064,0.7355029,0.77913105,0.67653334,0.8182829,0.5336243,0.93707824,0.9438456,0.79894084,0.67281944
gwk,0.8107988,0.8330649,0.63772357,0.8725421,0.86241317,0.6487581,0.76819086,0.84553754,0.8391552,0.7634795,0.8755453,0.65063894,0.7550226,0.6851436,0.8042626,0.84988636,0.8163556,0.7263551,0.7786131,0.877131
gwq,0.83325547,0.798802,0.7883226,0.69932187,0.70809996,0.80595803,0.811293,0.8486681,0.8217221,0.85773325,0.8099835,0.7539133,0.81068337,0.7994289,0.8197518,0.8638475,0.7862008,0.5877314,0.6975677,0.773317
gwv,0.48355255,0.8592243,0.65662557,0.8309372,0.9438152,0.46662953,0.9487525,0.8124031,0.7688333,0.8966892,0.8570466,0.90153146,0.9226999,0.8983371,0.8820566,0.71883607,0.8128381,0.84668815,0.8438765,0.81615543
gxd,0.7010853,0.73000365,0.6790485,0.82655096,0.7967966,0.7592918,0.67836046,0.80132914,0.7319721,0.7334379,0.7259386,0.7342494,0.79544187,0.70026475,0.69540495,0.7137734,0.7289225,0.68063384,0.6870685,0.69456327
gxn,0.8158412,0.8299766,0.87261915,0.8015851,0.8574366,0.9053566,0.77260983,0.87568426,0.800585,0.7797756,0.8304762,0.69892484,0.77752435,0.8859447,0.7789309,0.7523378,0.7993562,0.8314618,0.8563915,0.84262925
gxq,0.62997174,0.65591854,0.64868236,0.6087401,0.6319525,0.62334263,0.69470716,0.7204067,0.6698308,0.72276115,0.6966516,0.6616092,0.6104605,0.81250465,0.70719445,0.5071669,0.73721606,0.6715452,0.6416699,0.6339582
gxt,0.5177218,0.5947388,0.5048569,0.6747523,0.6391624,0.8058698,0.5469904,0.4320663,0.6248672,0.73097706,0.72921765,0.59173316,0.73832417,0.6429707,0.60097355,0.8964089,0.5634832,0.6651459,0.5095997,0.49895346
gyh,0.78301024,0.78368384,0.8271576,0.7069304,0.7584771,0.6806933,0.7263617,0.8294679,0.62537175,0.6701774,0.8208089,0.7380028,0.797903,0.7515979,0.74400634,0.7782393,0.77984434,0.66126454,0.67424107,0.8063505
gyu,0.7643141,0.801057,0.78871113,0.6723642,0.74502635,0.70835626,0.7024408,0.6647637,0.69652295,0.71080756,0.6901913,0.6705697,0.7781865,0.7066591,0.7999309,0.73706037,0.7652585,0.8437698,0.4757343,0.7348721
gyz,0.84564745,0.8304297,0.85597193,0.54701006,0.89724356,0.8385814,0.82261324,0.8805911,0.5977002,0.7784721,0.8639386,0.846711,0.87831855,0.76325697,0.8743628,0.874037,0.8199515,0.71303636,0.6144177,0.7873539
gzj,0.80937666,0.7222664,0.7982409,0.752404,0.7356235,0.8096602,0.6836748,0.6507051,0.794094,0.6893689,0.76789474,0.87896687,0.82151306,0.72753745,0.7930592,0.6874404,0.7528207,0.7667304,0.7878967,0.78757745
gzk,0.8211751,0.79374164,0.7870518,0.82613194,0.6542311,0.83581716,0.8176627,0.85211223,0.83667517,0.78369504,0.5356506,0.75723684,0.75502867,0.86900353,0.7771025,0.58522683,0.86268467,0.8342106,0.82055277,0.7996706
gzl,0.65789545,0.71274364,0.6022234,0.65302753,0.63856155,0.6453457,0.6309005,0.6312218,0.7139049,0.7231102,0.7765658,0.5965696,0.69901806,0.765563,0.48638237,0.7616997,0.5486558,0.60467106,0.79866374,0.62165606
gzy,0.3217536,0.61760306,0.59586734,0.5070695,0.6282722,0.44632825,0.52283895,0.6890459,0.40768582,0.6373312,0.6468951,0.48056686,0.41677606,0.41884556,0.46613872,0.34918356,0.60894436,0.44399232,0.43890056,0.4852957
haa,0.52673817,0.59916884,0.6663913,0.5522445,0.5214228,0.6531411,0.58023584,0.56115556,0.5269846,0.51515967,0.55651355,0.43497455,0.51923573,0.5842095,0.6228796,0.56017935,0.7226576,0.5968293,0.59149754,0.59431386
hab,0.6859172,0.9244788,0.79484963,0.59011525,0.70358974,0.88581157,0.8173114,0.75773674,0.6945042,0.7681949,0.6938381,0.8537839,0.8653405,0.83723927,0.7203349,0.8985234,0.5963725,0.65760696,0.87959313,0.82872546
hap,0.5183045,0.6925132,0.8080018,0.66726273,0.747676,0.62753916,0.45128942,0.5134746,0.7265383,0.38693586,0.5748195,0.46750516,0.52417,0.59596854,0.64664894,0.49574304,0.62828916,0.5293914,0.7127893,0.8431015
has,0.7368568,0.56061745,0.6294796,0.6607909,0.7137073,0.52886474,0.65195847,0.66624266,0.7812495,0.63693106,0.70239437,0.7217975,0.70216423,0.7886503,0.6971411,0.6026011,0.6570292,0.6361663,0.796652,0.7115163
hay,0.70519906,0.8263555,0.8364239,0.7937517,0.5872147,0.7548044,0.73317516,0.66887325,0.7092098,0.8354063,0.8192581,0.8082396,0.7969596,0.7216531,0.7979643,0.8072062,0.6527194,0.78395766,0.761767,0.78504735
haz,0.56531185,0.5519474,0.76978195,0.74047923,0.57969767,0.75535345,0.6815877,0.5969163,0.65366656,0.7084054,0.5752235,0.60513186,0.5658045,0.57950544,0.65624946,0.6477761,0.6927076,0.5612582,0.79733384,0.6980709
hbk,0.8402419,0.84171885,0.5311059,0.66094923,0.823274,0.7357913,0.80414706,0.78974146,0.7616392,0.83520585,0.4697402,0.7540072,0.7769425,0.86348164,0.8443543,0.8667912,0.6108934,0.49753955,0.8128406,0.8571964
